id,EAP,HPL,MWS
id22308,0.19098390638828278,0.16535606980323792,0.6436600089073181
id06536,0.59001624584198,0.18997707962989807,0.22000664472579956
id19797,0.4650588035583496,0.42614954710006714,0.10879165679216385
id06332,0.40878573060035706,0.42513933777809143,0.16607491672039032
id22941,0.17175528407096863,0.5141924023628235,0.3140523135662079
id13547,0.04863473027944565,0.391999751329422,0.5593655109405518
id06928,0.05177432298660278,0.0015638484619557858,0.9466618299484253
id12521,0.6614919304847717,0.22594565153121948,0.11256246268749237
id25716,0.653083860874176,0.005711251404136419,0.3412049114704132
id27116,0.0009862446459010243,4.8445985157741234e-05,0.9989652633666992
id19941,0.8387079238891602,0.0882791131734848,0.07301295548677444
id05711,0.014639670960605145,0.000627504603471607,0.9847328066825867
id02097,0.027688434347510338,0.16658055782318115,0.8057309985160828
id03563,0.013369192369282246,0.9828565716743469,0.003774260403588414
id02295,0.6749659776687622,0.18841442465782166,0.13661961257457733
id08179,0.9102511405944824,0.013696622103452682,0.07605216652154922
id05332,0.7438902854919434,0.24082112312316895,0.015288598835468292
id15697,0.30591297149658203,0.16436877846717834,0.5297182202339172
id17026,0.6458199620246887,0.0869479551911354,0.2672320604324341
id04243,0.7950987815856934,0.19123852252960205,0.01366265956312418
id13175,0.8369595408439636,0.14043544232845306,0.022604966536164284
id05387,0.910236120223999,0.04152826964855194,0.048235584050416946
id19989,0.33873987197875977,0.1251969337463379,0.5360631346702576
id25173,0.23839633166790009,0.1685362160205841,0.593067467212677
id08925,0.6986311078071594,0.2584400773048401,0.042928874492645264
id03034,0.10767398029565811,0.811290442943573,0.08103550225496292
id13272,0.04859338700771332,0.9331226944923401,0.018283922225236893
id07956,0.3885633647441864,0.023911375552415848,0.5875253081321716
id02648,0.03979036211967468,0.005000218283385038,0.9552094340324402
id01778,0.10473424196243286,0.020463673397898674,0.8748020529747009
id12846,0.046719372272491455,0.020044902339577675,0.933235764503479
id19001,0.2618684470653534,0.2704968750476837,0.46763473749160767
id05763,0.722530722618103,0.24589389562606812,0.031575366854667664
id15590,0.041199807077646255,0.0017684288322925568,0.9570317268371582
id04912,0.6375559568405151,0.20273341238498688,0.15971063077449799
id21201,0.7981048822402954,0.18116745352745056,0.020727716386318207
id13215,0.9624482989311218,0.0031439424492418766,0.03440777584910393
id15612,0.4835912585258484,0.2942589819431305,0.22214972972869873
id18501,0.34836438298225403,0.5369400978088379,0.1146954894065857
id07223,0.7804590463638306,0.1113310232758522,0.10820990055799484
id06707,0.12075647711753845,0.4287250339984894,0.4505184292793274
id05238,0.004557442851364613,0.9949814677238464,0.00046106913941912353
id00935,0.08226438611745834,0.7287593483924866,0.18897630274295807
id00110,0.44743815064430237,0.043693482875823975,0.5088683366775513
id17476,0.6010885834693909,0.12838727235794067,0.27052414417266846
id15170,0.8458751440048218,0.15150238573551178,0.0026225114706903696
id13397,0.47680947184562683,0.012595401145517826,0.5105951428413391
id24283,0.5675867199897766,0.20717604458332062,0.22523722052574158
id15234,0.9659796953201294,0.024326087906956673,0.009694247506558895
id16884,0.5185796022415161,0.17582933604717255,0.30559107661247253
id07831,0.5371655225753784,0.2774306535720825,0.18540385365486145
id16038,0.7707064747810364,0.050395362079143524,0.1788981854915619
id03629,0.953914225101471,0.023761915042996407,0.0223238505423069
id21019,0.9600715637207031,0.03218743950128555,0.007740969769656658
id21835,0.40918830037117004,0.357022762298584,0.23378893733024597
id04480,0.205508291721344,0.7782977223396301,0.01619403250515461
id20838,0.7446468472480774,0.0830894187092781,0.1722637563943863
id24195,0.7491783499717712,0.041892487555742264,0.2089291214942932
id05448,0.7118762731552124,0.26938050985336304,0.0187432412058115
id15957,0.33343303203582764,0.6533285975456238,0.013238398358225822
id19956,0.018275247886776924,0.0015581927727907896,0.980166494846344
id15104,0.07327467948198318,0.11332563310861588,0.8133996725082397
id17559,0.9361749887466431,0.030956709757447243,0.032868362963199615
id16839,0.28822094202041626,0.6201711297035217,0.09160789102315903
id14493,0.6175448298454285,0.02832987532019615,0.3541252911090851
id08833,0.8272500038146973,0.13216955959796906,0.04058041051030159
id15723,0.09212038666009903,0.004094372037798166,0.903785228729248
id02716,0.9079069495201111,0.021296467632055283,0.07079657167196274
id06689,0.01376186590641737,0.972825825214386,0.013412345200777054
id18837,0.10682059824466705,0.014014726504683495,0.8791646957397461
id04466,0.9912813305854797,0.004798847250640392,0.003919824957847595
id00686,0.8330658078193665,0.02829788252711296,0.1386362612247467
id09010,0.05262774974107742,0.9342754483222961,0.013096778653562069
id23353,0.953616201877594,0.006769623141735792,0.03961421921849251
id00066,0.8447133898735046,0.10369168967008591,0.051594894379377365
id15724,0.3523631989955902,0.24668647348880768,0.40095028281211853
id23486,0.24134919047355652,0.17842665314674377,0.5802241563796997
id22258,0.0074144876562058926,0.0021709853317588568,0.9904145002365112
id02292,0.745599091053009,0.12787678837776184,0.12652409076690674
id16356,0.85477215051651,0.1253299117088318,0.019897935912013054
id00235,0.8406425714492798,0.04052494093775749,0.1188325434923172
id25522,0.058350738137960434,0.03554055839776993,0.9061086773872375
id04204,0.2956073582172394,0.6782233119010925,0.026169292628765106
id22016,0.9358043074607849,0.003687460208311677,0.06050826236605644
id06480,0.03255360201001167,0.9400215148925781,0.02742491103708744
id08718,0.31518885493278503,0.006768851075321436,0.6780422925949097
id05251,0.010466250590980053,0.9806016683578491,0.0089320819824934
id03359,0.4467354118824005,0.17556996643543243,0.37769466638565063
id16117,0.020409947261214256,0.004453474190086126,0.9751366376876831
id17000,0.003105512820184231,0.992591142654419,0.004303351975977421
id01730,0.05054101347923279,0.9356065392494202,0.013852405361831188
id00630,0.8684442043304443,0.11916694790124893,0.012388907372951508
id18175,0.21684284508228302,0.008373905904591084,0.7747832536697388
id00907,0.7096593379974365,0.23410938680171967,0.056231237947940826
id18251,0.004617412108927965,0.9944794178009033,0.0009031909285113215
id25861,0.403746634721756,0.33428874611854553,0.2619645893573761
id00398,0.7699658870697021,0.21079465746879578,0.019239474087953568
id27573,0.9707249402999878,0.0046328031457960606,0.02464219182729721
id10022,0.4138585031032562,0.2548678517341614,0.3312736749649048
id15901,0.038764532655477524,0.0013081935467198491,0.9599273204803467
id00451,0.18073086440563202,0.5630536675453186,0.25621548295021057
id23129,0.1680338829755783,0.8054990172386169,0.026467107236385345
id26498,0.3845791816711426,0.18978387117385864,0.4256369471549988
id14741,0.1834539920091629,0.7636027336120605,0.05294327810406685
id18453,0.26828157901763916,0.03117850422859192,0.7005399465560913
id08309,0.4668235778808594,0.3888174295425415,0.1443590372800827
id00320,0.9981862902641296,0.0003003678284585476,0.0015133765991777182
id07688,0.38959237933158875,0.37430787086486816,0.23609980940818787
id01556,0.012791951186954975,0.01219064649194479,0.9750173687934875
id00178,0.5364419221878052,0.40043994784355164,0.06311814486980438
id18902,0.040398869663476944,0.1192208006978035,0.8403803706169128
id27002,0.7157032489776611,0.2790636718273163,0.005233076401054859
id21418,0.9300047159194946,0.0547073595225811,0.015287964604794979
id23018,0.6647468209266663,0.11106039583683014,0.22419272363185883
id07032,0.3351919651031494,0.09948471933603287,0.5653232932090759
id16195,0.7214953303337097,0.2131386548280716,0.06536602973937988
id11202,0.1897384375333786,0.718076765537262,0.09218481183052063
id09578,0.8347167372703552,0.021430492401123047,0.14385278522968292
id26984,0.9114604592323303,0.0037779235281050205,0.0847616046667099
id19856,0.5666124820709229,0.33029717206954956,0.10309036821126938
id12086,0.902926504611969,0.02843422442674637,0.06863929331302643
id12052,0.4610009789466858,0.004022903274744749,0.5349761247634888
id17728,0.012628216296434402,0.0033664533402770758,0.984005331993103
id24608,0.0909571647644043,0.26810047030448914,0.6409423351287842
id21097,0.04716835916042328,0.6099496483802795,0.342881977558136
id20179,0.06570420414209366,0.5140359997749329,0.4202598035335541
id15144,0.7577529549598694,0.06354566663503647,0.17870138585567474
id00206,0.9184463024139404,0.02374604530632496,0.05780771002173424
id22285,0.34159305691719055,0.08303599059581757,0.5753709673881531
id06417,0.22058945894241333,0.7463183403015137,0.033092133700847626
id00215,0.24244868755340576,0.748816728591919,0.008734635077416897
id04201,0.05204916372895241,0.185334250330925,0.7626165747642517
id21771,0.8290904760360718,0.15168455243110657,0.01922496408224106
id12451,0.1049683466553688,0.49147510528564453,0.40355655550956726
id14250,0.026219405233860016,0.9054785966873169,0.06830202788114548
id03433,0.4242909848690033,0.4657992124557495,0.10990982502698898
id03303,0.014733778312802315,0.0016334817046299577,0.9836327433586121
id25901,0.2121942788362503,0.255410373210907,0.5323953032493591
id06945,0.8888522386550903,0.059838224202394485,0.05130953714251518
id05664,0.9103214740753174,0.013987064361572266,0.07569142431020737
id05741,0.9929312467575073,0.003023046301677823,0.004045739769935608
id10652,0.8172227740287781,0.02668885514140129,0.15608835220336914
id16300,0.5487552285194397,0.03383373096585274,0.41741102933883667
id12319,0.7382081747055054,0.16632723808288574,0.09546457231044769
id07500,0.008540142327547073,0.9816173315048218,0.009842578321695328
id12478,0.40571317076683044,0.15286603569984436,0.44142085313796997
id03076,0.03071500174701214,0.0012074277037754655,0.968077540397644
id00969,0.1724664866924286,0.7872784733772278,0.040255043655633926
id23636,0.511199951171875,0.46763092279434204,0.02116912044584751
id09791,0.07294120639562607,0.19987449049949646,0.7271842956542969
id05680,0.043802645057439804,0.9239746928215027,0.03222273662686348
id03672,0.009325324557721615,0.8993549346923828,0.09131979942321777
id04286,0.011874465271830559,0.8375915288925171,0.15053404867649078
id23883,0.20238952338695526,0.25352269411087036,0.5440877676010132
id11914,0.199106827378273,0.014285162091255188,0.7866079807281494
id20974,0.0918201133608818,0.8744758367538452,0.033704016357660294
id26125,0.8520528674125671,0.020148318260908127,0.12779882550239563
id15543,0.09246619045734406,0.08844828605651855,0.8190855383872986
id19471,0.9115269780158997,0.07608528435230255,0.012387719005346298
id11503,0.5370876789093018,0.43502873182296753,0.027883632108569145
id09321,0.008334397338330746,0.9755613207817078,0.016104284673929214
id25560,0.002362682484090328,0.005144222639501095,0.9924930930137634
id06726,0.372141033411026,0.15862861275672913,0.46923038363456726
id05709,0.1071486845612526,0.0023141317069530487,0.8905371427536011
id09788,0.13247448205947876,0.1371043175458908,0.7304211854934692
id05289,0.9775165319442749,0.02066195011138916,0.0018215143354609609
id11815,0.021419711410999298,0.9712165594100952,0.007363705895841122
id22422,0.6333823204040527,0.29402393102645874,0.07259373366832733
id25954,0.09838618338108063,0.7955800294876099,0.10603378713130951
id13601,0.762974739074707,0.11777977645397186,0.11924554407596588
id05677,0.2159140408039093,0.12092196196317673,0.663163959980011
id10498,0.2645977735519409,0.7184569835662842,0.016945237293839455
id02665,0.9288559556007385,0.04372108355164528,0.02742292359471321
id10114,0.09739745408296585,0.45833802223205566,0.4442644715309143
id26314,0.7342774868011475,0.21651434898376465,0.0492081418633461
id21240,0.25631728768348694,0.15214484930038452,0.5915378928184509
id15569,0.9062760472297668,0.016366010531783104,0.0773579329252243
id25928,0.586347758769989,0.11794906109571457,0.29570311307907104
id22706,0.027600053697824478,0.9466806054115295,0.02571936883032322
id20877,0.010113047435879707,0.9747979044914246,0.015089025720953941
id04318,0.9781432151794434,0.004519026726484299,0.01733771152794361
id18299,0.5952718257904053,0.06849447637796402,0.3362337052822113
id08126,0.37214115262031555,0.02769589237868786,0.600162923336029
id14293,0.2263108193874359,0.06032648682594299,0.7133626937866211
id12759,0.664478600025177,0.004727500025182962,0.33079391717910767
id11983,0.03313962370157242,0.4371757209300995,0.5296846032142639
id05580,0.3480784595012665,0.21032008528709412,0.4416014552116394
id25846,0.1725076138973236,0.7844734787940979,0.04301890730857849
id01939,0.9085505604743958,0.013005550019443035,0.07844389975070953
id26327,0.5579074621200562,0.28504058718681335,0.1570519357919693
id11068,0.01804312691092491,0.0017003521788865328,0.9802565574645996
id08404,0.9430713057518005,0.05343879014253616,0.003489936236292124
id27189,0.6009437441825867,0.3890261650085449,0.010030100122094154
id15119,0.020527221262454987,0.9527750611305237,0.026697764173150063
id26525,0.9890467524528503,0.002541797701269388,0.008411447517573833
id03618,0.1642349809408188,0.7944588661193848,0.04130617156624794
id27220,0.7419195771217346,0.12151911109685898,0.1365613341331482
id18777,0.013018828816711903,0.0001271474320674315,0.986854076385498
id20213,0.9850939512252808,0.01074854377657175,0.00415743887424469
id20403,0.8050014972686768,0.02343866042792797,0.17155984044075012
id03777,0.49320846796035767,0.15264782309532166,0.3541436791419983
id10595,0.4449695944786072,0.5010635256767273,0.05396689474582672
id13816,0.18759779632091522,0.16226355731487274,0.6501386761665344
id05667,0.016061989590525627,0.004860691260546446,0.9790772795677185
id24629,0.8681547045707703,0.03857367858290672,0.0932716652750969
id20398,0.07103075087070465,0.11649497598409653,0.8124743103981018
id14108,0.053267594426870346,0.020229849964380264,0.9265025854110718
id06196,0.024237999692559242,0.9616032242774963,0.014158766716718674
id02800,0.16059039533138275,0.6022245287895203,0.23718507587909698
id18732,0.08049383014440536,0.8792025446891785,0.04030362889170647
id11915,0.023186421021819115,0.9514050483703613,0.02540852501988411
id09739,0.7215805649757385,0.1926172971725464,0.08580208569765091
id24672,0.8996685743331909,0.012551050633192062,0.08778037875890732
id00414,0.02061423659324646,0.0018647650722414255,0.9775210022926331
id16307,0.8205284476280212,0.12059154361486435,0.058879971504211426
id14043,0.18536093831062317,0.010023112408816814,0.8046159148216248
id00517,0.0337398536503315,0.0004622972628567368,0.9657978415489197
id09744,0.687251627445221,0.17430660128593445,0.13844172656536102
id19257,0.9509526491165161,0.016466014087200165,0.03258136659860611
id15437,0.7875208854675293,0.13203132152557373,0.08044779300689697
id16352,0.03927325829863548,0.05011625587940216,0.9106104373931885
id18849,0.7550415396690369,0.024921800941228867,0.22003668546676636
id19434,0.04266072064638138,0.9489771723747253,0.008362127467989922
id17928,0.16776089370250702,0.21435217559337616,0.6178869009017944
id16896,0.5913662314414978,0.1454346477985382,0.2631991505622864
id02135,0.03366170451045036,0.3958486020565033,0.5704897046089172
id15075,0.939246654510498,0.048540741205215454,0.012212570756673813
id27486,0.502253532409668,0.4098181128501892,0.08792834728956223
id19422,0.9056239128112793,0.09095495939254761,0.003421129658818245
id09603,0.2713410258293152,0.614575207233429,0.11408380419015884
id02133,0.07917147129774094,0.826884388923645,0.09394414722919464
id03441,0.5860942602157593,0.0016335038235411048,0.41227221488952637
id02398,0.01682545803487301,0.9815770983695984,0.0015973957488313317
id05152,0.2116280198097229,0.08086691051721573,0.7075050473213196
id17838,0.7741497755050659,0.02676495723426342,0.19908525049686432
id25060,0.31854498386383057,0.5806437730789185,0.10081123560667038
id09998,0.25913679599761963,0.12396307289600372,0.6169001460075378
id01828,0.0078066932037472725,0.9241415858268738,0.06805171817541122
id25377,0.4366181492805481,0.21841183304786682,0.34497004747390747
id22175,0.11148057132959366,0.8644058108329773,0.024113669991493225
id02974,0.12768378853797913,0.16423775255680084,0.7080784440040588
id26955,0.9785966873168945,0.01416317094117403,0.007240148261189461
id21091,0.1712704747915268,0.08393354713916779,0.7447959780693054
id12802,0.4395272731781006,0.5436704754829407,0.016802219673991203
id07432,0.05707747861742973,0.9065468311309814,0.036375705152750015
id18749,0.004314876161515713,0.9901304841041565,0.0055547188967466354
id15030,0.08124598115682602,0.12486718595027924,0.7938867807388306
id17155,0.03906993195414543,0.9359577298164368,0.02497241087257862
id08128,0.07874589413404465,0.8628206253051758,0.0584334172308445
id25706,0.046612776815891266,0.8129358887672424,0.1404513567686081
id15645,0.9863631129264832,0.004584851209074259,0.009051988832652569
id04943,0.26187166571617126,0.5763952732086182,0.16173303127288818
id27566,0.7187336087226868,0.033254534006118774,0.24801187217235565
id11765,0.05238727480173111,0.7489114999771118,0.19870124757289886
id13783,0.5472990274429321,0.3126419186592102,0.14005900919437408
id00492,0.05640517175197601,0.0068433876149356365,0.9367514252662659
id27636,0.22134050726890564,0.04944774508476257,0.7292117476463318
id04273,0.09870526194572449,0.8356847167015076,0.06561002880334854
id02537,0.1631837636232376,0.010336675681173801,0.8264795541763306
id24349,0.9316467642784119,0.06378798931837082,0.0045652673579752445
id00023,0.017500784248113632,0.9749283194541931,0.007570934481918812
id23025,0.6450020670890808,0.26127609610557556,0.09372183680534363
id08722,0.7437921166419983,0.10674958676099777,0.14945828914642334
id02420,0.9441336989402771,0.04620782285928726,0.009658467955887318
id10811,0.640968918800354,0.23983827233314514,0.11919274926185608
id04019,0.11986739188432693,0.07589764147996902,0.8042349219322205
id18334,0.9915457367897034,0.005315790418535471,0.003138476749882102
id16781,0.9815744757652283,0.01582370325922966,0.002601779066026211
id08773,0.5978105068206787,0.3834216892719269,0.018767815083265305
id19214,0.9554688930511475,0.005222442094236612,0.03930868208408356
id09589,0.1006137877702713,0.5291979312896729,0.37018829584121704
id24246,0.9333905577659607,0.04361986368894577,0.022989582270383835
id23577,0.866263747215271,0.13210564851760864,0.0016306054312735796
id09305,0.8130512237548828,0.08567261695861816,0.10127612203359604
id16460,0.7575445175170898,0.2000952512025833,0.04236024618148804
id21115,0.9132846593856812,0.052948568016290665,0.033766768872737885
id25996,0.6931149959564209,0.04763486981391907,0.25925013422966003
id02551,0.05133744329214096,0.042039427906274796,0.9066230654716492
id19352,0.08039972931146622,0.008165622130036354,0.9114345908164978
id03806,0.12242070585489273,0.027276264503598213,0.850303053855896
id26544,0.7940517663955688,0.04938800632953644,0.15656019747257233
id18761,0.7855191826820374,0.05333970487117767,0.16114111244678497
id24148,0.026964768767356873,0.9395303726196289,0.03350483253598213
id16095,0.020700840279459953,0.8495239615440369,0.1297752559185028
id18442,0.5537475347518921,0.3372083604335785,0.10904407501220703
id22596,0.000881809915881604,0.002038354519754648,0.9970797896385193
id23002,0.7497119903564453,0.0243532732129097,0.2259347140789032
id04797,0.987078070640564,0.004191725980490446,0.008730201981961727
id06610,0.1480088084936142,0.1270693689584732,0.7249218225479126
id16173,0.8900658488273621,0.04751009866595268,0.062424108386039734
id18292,0.10668857395648956,0.19641076028347015,0.6969006657600403
id27328,0.929307222366333,0.042202528566122055,0.028490280732512474
id01695,0.17358288168907166,0.6188862323760986,0.2075309157371521
id05761,0.5141927599906921,0.3124992251396179,0.17330798506736755
id16354,0.5179567933082581,0.04806511104106903,0.43397805094718933
id12207,0.13050471246242523,0.7647754549980164,0.10471981018781662
id05665,0.219172865152359,0.05631618574261665,0.7245109677314758
id01911,0.943347156047821,0.0130439642816782,0.04360882192850113
id19153,0.11243259906768799,0.01706823706626892,0.8704991936683655
id10295,0.22331462800502777,0.5859125256538391,0.1907728612422943
id23038,0.8552953600883484,0.07742299884557724,0.06728159636259079
id23783,0.2818087935447693,0.6746898889541626,0.043501343578100204
id27879,0.9207460880279541,0.07075822353363037,0.008495711721479893
id19190,0.02891072817146778,0.9690491557121277,0.0020400683861225843
id05065,0.6619236469268799,0.1583530753850937,0.17972329258918762
id21296,0.2139655351638794,0.743826150894165,0.04220835864543915
id13262,0.10032369196414948,0.07949907332658768,0.8201772570610046
id10333,0.46913203597068787,0.4548127055168152,0.07605526596307755
id16677,0.9771991968154907,0.015529127791523933,0.00727173313498497
id01392,0.4481353163719177,0.0719931498169899,0.4798715114593506
id27874,0.9387170076370239,0.020282503217458725,0.04100043699145317
id02294,0.27180665731430054,0.40453341603279114,0.3236599266529083
id18298,0.18937425315380096,0.2567909359931946,0.5538347959518433
id06997,0.9568340182304382,0.010436008684337139,0.03273000195622444
id05243,0.6613986492156982,0.03622816130518913,0.30237314105033875
id00860,0.14895544946193695,0.8056522011756897,0.04539235681295395
id26681,0.9181929230690002,0.06998385488986969,0.011823157779872417
id06020,0.4641368091106415,0.02513781189918518,0.5107253789901733
id27683,0.9531257152557373,0.014068334363400936,0.03280593454837799
id17655,0.6885671019554138,0.22386647760868073,0.08756639063358307
id08817,0.06122904643416405,0.017528731375932693,0.9212422370910645
id11512,0.01838359422981739,0.015498421154916286,0.9661179780960083
id00478,0.893202543258667,0.04970185458660126,0.05709557235240936
